HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.sent_id,Input.relation,Input.term1,Input.b1,Input.e1,Input.term2,Input.b2,Input.e2,Input.sentence,Input.baseline,Input.confidence,Input.sen_len,Answer.Q1,Answer.Q1text,Answer.Q2a,Answer.Q2b,Answer.b1val,Answer.b2val,Answer.e1val,Answer.e2val,Answer.factor1,Answer.factor2,Approve,Reject
3EQPA8A3748EVDTZBPSJUAI5FKEJZG,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:17 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:17 PST 2017,,,3YHH42UU5CRPB2830IW6TAOWFDSL0W,ABX5OQLR6UNBC,Approved,Fri Nov 24 10:43:12 PST 2017,Fri Nov 24 10:43:27 PST 2017,Fri Dec 01 10:43:27 PST 2017,Sun Nov 26 07:36:51 PST 2017,,,15,100% (787/787),100% (456/456),0% (0/0),0d8f6e7e7dc7bd8f4e2c1b16c0b6c579cd4929e493cf119f43eb5637b40ca19d:9-12:6-8,per:places_of_residence,Cornelius Van Vorst,6,8,Jersey City,9,12,He was the great-grandson of former Jersey City mayor Cornelius Van Vorst .,1,0.6,13,per:employee_or_member_of|per:top_member_employee_of_org,per:top_member_employee_of_org per:employee_or_member_of,mayor,{},6,9,8,12,CORNELIUS VAN VORST,JERSEY CITY,,
3EQPA8A3748EVDTZBPSJUAI5FKEJZG,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:17 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:17 PST 2017,,,31T4R4OBOTSAQ9EH84OG568WTIQ7C8,A3UV55HC87DO9C,Approved,Fri Nov 24 12:46:58 PST 2017,Fri Nov 24 12:47:26 PST 2017,Fri Dec 01 12:47:26 PST 2017,Sun Nov 26 07:36:50 PST 2017,,,28,100% (515/515),100% (173/173),0% (0/0),0d8f6e7e7dc7bd8f4e2c1b16c0b6c579cd4929e493cf119f43eb5637b40ca19d:9-12:6-8,per:places_of_residence,Cornelius Van Vorst,6,8,Jersey City,9,12,He was the great-grandson of former Jersey City mayor Cornelius Van Vorst .,1,0.6,13,per:employee_or_member_of|per:top_member_employee_of_org|per:places_of_residence,per:places_of_residence per:employee_or_member_of per:top_member_employee_of_org,former JERSEY CITY mayor,{},6,9,8,12,CORNELIUS VAN VORST,JERSEY CITY,,
3EQPA8A3748EVDTZBPSJUAI5FKEJZG,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:17 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:17 PST 2017,,,3N2BF7Y2VR6KSKWKY246ZF221ZSMH9,A1G94QON7A9K0N,Approved,Fri Nov 24 13:41:47 PST 2017,Fri Nov 24 13:42:19 PST 2017,Fri Dec 01 13:42:19 PST 2017,Sun Nov 26 07:36:51 PST 2017,,,32,100% (1159/1160),100% (153/153),0% (0/0),0d8f6e7e7dc7bd8f4e2c1b16c0b6c579cd4929e493cf119f43eb5637b40ca19d:9-12:6-8,per:places_of_residence,Cornelius Van Vorst,6,8,Jersey City,9,12,He was the great-grandson of former Jersey City mayor Cornelius Van Vorst .,1,0.6,13,per:employee_or_member_of|per:top_member_employee_of_org|per:places_of_residence,per:employee_or_member_of per:top_member_employee_of_org per:places_of_residence,mayor,{},6,9,8,12,CORNELIUS VAN VORST,JERSEY CITY,,
3EQPA8A3748EVDTZBPSJUAI5FKEJZG,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:17 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:17 PST 2017,,,3X4MXAO0BH0TMQ41Y9MNMH6ZM9KRWG,A610SH5RY1NG1,Approved,Fri Nov 24 07:27:04 PST 2017,Fri Nov 24 07:27:15 PST 2017,Fri Dec 01 07:27:15 PST 2017,Sun Nov 26 07:36:51 PST 2017,,,11,100% (817/817),100% (200/200),0% (0/0),0d8f6e7e7dc7bd8f4e2c1b16c0b6c579cd4929e493cf119f43eb5637b40ca19d:9-12:6-8,per:places_of_residence,Cornelius Van Vorst,6,8,Jersey City,9,12,He was the great-grandson of former Jersey City mayor Cornelius Van Vorst .,1,0.6,13,per:employee_or_member_of|per:top_member_employee_of_org|per:places_of_residence,per:top_member_employee_of_org per:employee_or_member_of per:places_of_residence,mayor,{},6,9,8,12,CORNELIUS VAN VORST,JERSEY CITY,,
3EQPA8A3748EVDTZBPSJUAI5FKEJZG,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:17 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:17 PST 2017,,,34T446B1C1QW8YEXN537QRY9L4F0CW,A18G2CLYSTENK,Approved,Fri Nov 24 11:03:37 PST 2017,Fri Nov 24 11:03:58 PST 2017,Fri Dec 01 11:03:58 PST 2017,Sun Nov 26 07:36:50 PST 2017,,,21,100% (652/652),100% (246/246),0% (0/0),0d8f6e7e7dc7bd8f4e2c1b16c0b6c579cd4929e493cf119f43eb5637b40ca19d:9-12:6-8,per:places_of_residence,Cornelius Van Vorst,6,8,Jersey City,9,12,He was the great-grandson of former Jersey City mayor Cornelius Van Vorst .,1,0.6,13,per:top_member_employee_of_org,per:top_member_employee_of_org,JERSEY CITY mayor CORNELIUS VAN VORST,{},6,9,8,12,CORNELIUS VAN VORST,JERSEY CITY,,
3EQPA8A3748EVDTZBPSJUAI5FKEJZG,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:17 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:17 PST 2017,,,3F6KKYWMNCD9YMCIO70GL9C4EXXNDP,A03922113RU44GENR8ATX,Approved,Fri Nov 24 09:31:54 PST 2017,Fri Nov 24 09:32:21 PST 2017,Fri Dec 01 09:32:21 PST 2017,Sun Nov 26 07:36:50 PST 2017,,,27,100% (773/773),100% (218/218),0% (0/0),0d8f6e7e7dc7bd8f4e2c1b16c0b6c579cd4929e493cf119f43eb5637b40ca19d:9-12:6-8,per:places_of_residence,Cornelius Van Vorst,6,8,Jersey City,9,12,He was the great-grandson of former Jersey City mayor Cornelius Van Vorst .,1,0.6,13,per:top_member_employee_of_org,per:top_member_employee_of_org,mayor,{},6,9,8,12,CORNELIUS VAN VORST,JERSEY CITY,,
3EQPA8A3748EVDTZBPSJUAI5FKEJZG,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:17 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:17 PST 2017,,,3J2UYBXQQMO7SH5WDEQ44R6ZPHQ60U,A3SDFAOJW87FGP,Approved,Fri Nov 24 07:04:32 PST 2017,Fri Nov 24 07:04:50 PST 2017,Fri Dec 01 07:04:50 PST 2017,Sun Nov 26 07:36:50 PST 2017,,,18,100% (1602/1602),100% (409/409),0% (0/0),0d8f6e7e7dc7bd8f4e2c1b16c0b6c579cd4929e493cf119f43eb5637b40ca19d:9-12:6-8,per:places_of_residence,Cornelius Van Vorst,6,8,Jersey City,9,12,He was the great-grandson of former Jersey City mayor Cornelius Van Vorst .,1,0.6,13,per:top_member_employee_of_org,per:top_member_employee_of_org,former mayor,{},6,9,8,12,CORNELIUS VAN VORST,JERSEY CITY,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3CP1TO84PUDI5N8WNIKDV9LEQL125Y,A610SH5RY1NG1,Approved,Fri Nov 24 07:29:40 PST 2017,Fri Nov 24 07:29:58 PST 2017,Fri Dec 01 07:29:58 PST 2017,Sun Nov 26 07:38:07 PST 2017,,,18,100% (817/817),100% (200/200),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:employee_or_member_of|per:founded_org|per:top_member_employee_of_org,per:founded_org per:employee_or_member_of per:top_member_employee_of_org,his company,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,36U2A8VAG2BBORM6NQVE62512Q5YKA,ABX5OQLR6UNBC,Approved,Fri Nov 24 11:51:12 PST 2017,Fri Nov 24 11:51:50 PST 2017,Fri Dec 01 11:51:50 PST 2017,Sun Nov 26 07:38:07 PST 2017,,,38,100% (787/787),100% (456/456),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:employee_or_member_of|per:top_member_employee_of_org,per:employee_or_member_of per:top_member_employee_of_org,his company,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3HFNH7HEMIQXD3Z16PT5VOA6W01GQG,ATR6RB1RULOC0,Approved,Fri Nov 24 09:46:19 PST 2017,Fri Nov 24 09:46:48 PST 2017,Fri Dec 01 09:46:48 PST 2017,Sun Nov 26 07:38:07 PST 2017,,,29,100% (130/130),100% (88/88),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:employee_or_member_of|per:top_member_employee_of_org,per:employee_or_member_of per:top_member_employee_of_org,his company,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3IHR8NYAM8DW1B52BBCFMUNT1ZOP4T,A3U6IA3JUSFZ2M,Approved,Fri Nov 24 16:27:23 PST 2017,Fri Nov 24 16:27:42 PST 2017,Fri Dec 01 16:27:42 PST 2017,Sun Nov 26 07:38:07 PST 2017,,,19,100% (228/228),100% (169/169),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:employee_or_member_of|per:top_member_employee_of_org,per:top_member_employee_of_org per:employee_or_member_of,his company,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3VHHR074H4T3TD8NLHHF8PYJNR47LO,A1G94QON7A9K0N,Approved,Fri Nov 24 12:48:17 PST 2017,Fri Nov 24 12:50:58 PST 2017,Fri Dec 01 12:50:58 PST 2017,Sun Nov 26 07:38:08 PST 2017,,,161,100% (1159/1160),100% (153/153),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:employee_or_member_of|per:top_member_employee_of_org,per:employee_or_member_of per:top_member_employee_of_org,his company,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,34HJIJKLP6896V2YXNLESMCBNN5V40,A3KN0O7VP8YSZY,Approved,Fri Nov 24 09:15:23 PST 2017,Fri Nov 24 09:15:35 PST 2017,Fri Dec 01 09:15:35 PST 2017,Sun Nov 26 07:38:07 PST 2017,,,12,100% (789/789),100% (228/228),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:founded_org,per:founded_org,his company,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3FIUS151DWE60E5N3TOT1A64QC8GGZ,A31XNLA9REVGXL,Approved,Fri Nov 24 03:19:09 PST 2017,Fri Nov 24 03:22:13 PST 2017,Fri Dec 01 03:22:13 PST 2017,Sun Nov 26 07:38:07 PST 2017,,,184,100% (597/597),100% (65/65),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:founded_org,per:founded_org,PATRICK COLLINS ELEGANT ANGEL,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3G2UL9A02EQLAS5GYDBDJ6GMXW1762,A03922113RU44GENR8ATX,Approved,Fri Nov 24 08:42:15 PST 2017,Fri Nov 24 08:44:09 PST 2017,Fri Dec 01 08:44:09 PST 2017,Sun Nov 26 07:38:07 PST 2017,,,114,100% (773/773),100% (218/218),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:founded_org,per:founded_org,and his company,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3P4RDNWND6IUN71J1N9ZJZB0XIBJIU,A18G2CLYSTENK,Approved,Fri Nov 24 13:08:30 PST 2017,Fri Nov 24 13:08:45 PST 2017,Fri Dec 01 13:08:45 PST 2017,Sun Nov 26 07:38:07 PST 2017,,,15,100% (652/652),100% (246/246),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:founded_org,per:founded_org,PATRICK COLLINS and his company ELEGANT ANGEL,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3TS1AR6UQRQHTLYRZ6EHDCTZQUY7FX,A2EEL9YYUHL5SK,Approved,Fri Nov 24 06:43:09 PST 2017,Fri Nov 24 06:47:04 PST 2017,Fri Dec 01 06:47:04 PST 2017,Sun Nov 26 07:38:08 PST 2017,,,235,100% (1316/1317),100% (121/121),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:founded_org,per:founded_org,his company,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3TU5ZICBREDIKOTJNRHH3BT88H5Q8R,A3BL2ZEODD79AZ,Approved,Fri Nov 24 16:06:05 PST 2017,Fri Nov 24 16:06:27 PST 2017,Fri Dec 01 16:06:27 PST 2017,Sun Nov 26 07:38:08 PST 2017,,,22,100% (315/315),100% (195/195),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:founded_org,per:founded_org,PATRICK COLLINS his company ELEGANT ANGEL,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3VNL7UK1XGV4RJVYC9HII8LHFSQTFY,A34QZDSTKZ3JO9,Approved,Fri Nov 24 21:00:23 PST 2017,Fri Nov 24 21:01:12 PST 2017,Fri Dec 01 21:01:12 PST 2017,Sun Nov 26 07:38:08 PST 2017,,,49,100% (1326/1326),100% (295/295),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:founded_org,per:founded_org,his company,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3ZPPDN2SLW8T1QMOJSSV9QZ59KSE9L,AJPQEZBVJXVE9,Approved,Fri Nov 24 13:09:46 PST 2017,Fri Nov 24 13:10:08 PST 2017,Fri Dec 01 13:10:08 PST 2017,Sun Nov 26 07:38:08 PST 2017,,,22,100% (897/897),100% (367/367),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:founded_org,per:founded_org,his company,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
3FDWKV9VCNENAM5A8Z63TAV7HWUMUY,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3QBD8R3Z22VEGBT1WBZ0XUI3RUJ4OI,A3UV55HC87DO9C,Approved,Fri Nov 24 12:47:55 PST 2017,Fri Nov 24 12:48:12 PST 2017,Fri Dec 01 12:48:12 PST 2017,Sun Nov 26 07:38:07 PST 2017,,,17,100% (515/515),100% (173/173),0% (0/0),1f86c1164d14c381b989465d565da75eebc544d09c33673bfdcfd3d3f91be77f:25-27:20-22,per:founded_org,Patrick Collins,25,27,Elegant Angel,20,22,"The company is known for being controversial , as it has engaged in public relations wars with Vivid Video , Patrick Collins and his company Elegant Angel , Paul Fishbein and his publication Adult Video News , and Larry Flynt .",1,0.8,41,per:founded_org|per:top_member_employee_of_org,per:founded_org per:top_member_employee_of_org,and his company,{},25,20,27,22,PATRICK COLLINS,ELEGANT ANGEL,,
